DK_NAME[시설명],DK_BRIEF_NAME[시설약칭],EVENT_GUBUN[이벤트 분류],EVENT_NAME[이벤트 명],RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON
KSPO DOME(체조경기장),제1체육관,문화예술행사,로열필하모닉오케스트라 내한공연,2020-05-21,2020-05-24,4,7000,
평화의광장,평화의광장,공공행사,2020 스타일런,2020-05-23,2020-05-24,2,5000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼경기장 보조경기장 5월 대관신청,2020-05-25,2020-05-29,5,90,90
핸드볼보조경기장,핸드볼보조경기장,체육행사,2020 전국소년(장애학생)체육대회,2020-05-25,2020-06-02,9,,
핸드볼경기장,핸드볼경기장,체육행사,#2020 전국소년(장애학생)체육대회,2020-05-25,2020-06-02,9,9000,
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 귀환,2020-05-26,2020-06-18,24,50000,0
핸드볼경기장,핸드볼경기장,체육행사,핸드볼 아카데미 동영상 강의 촬영,2020-05-27,2020-06-04,9,,
올림픽홀,올림픽홀,대중공연,2020잔나비 전국투어 콘서트 - 서울앵콜,2020-05-28,2020-05-31,4,5600,
K-아트홀,K-아트홀,대중공연,2020 자이로 콘서트,2020-05-28,2020-05-31,4,1200,
우리금융아트홀,제3체육관,체육행사,제49회 전국소년체전-역도경기,2020-05-28,2020-06-02,6,1000,
올림픽홀,올림픽홀,체육행사,2020년 전국소년체육대회,2020-05-29,2020-05-31,3,1000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼 학교 체육대회,2020-05-30,2020-05-30,1,,
핸드볼경기장,핸드볼경기장,체육행사,#2020 아시아펜싱 선수권대회,2020-05-30,2020-06-07,9,700,700
핸드볼보조경기장,핸드볼보조경기장,체육행사,#2020 도쿄올림픽 아시아-오세아니아 지역예선,2020-05-30,2020-06-07,9,700,700
88잔디마당,88잔디마당,문화예술행사,World Peace Train-The Last Wall,2020-05-30,2020-06-09,11,80000,
핸드볼경기장,핸드볼경기장,공공행사,제32회 강동구청장기 배드민턴대회,2020-05-31,2020-05-31,1,0,
핸드볼경기장,핸드볼경기장,체육행사,강남구배드민턴협회 강남구청장기대회,2020-05-31,2020-05-31,1,0,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 6월 대관신청,2020-06-01,2020-06-30,25,425,425
뮤즈라이브,뮤즈라이브,문화예술행사,제13회 아트 앤 뮤직 페스티벌,2020-06-02,2020-06-04,3,200,
올림픽홀,올림픽홀,대중공연,2020 오마이걸 콘서트,2020-06-03,2020-06-07,5,4500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,지니 뮤직 페스티벌 2020,2020-06-04,2020-06-06,3,10000,
K-아트홀,K-아트홀,대중공연,2020 케이시 콘서트,2020-06-05,2020-06-07,3,700,
K-아트홀,K-아트홀,대중공연,"FNC엔터테인먼트와 함께하는, 2020 글로벌 한류박람회(가제)",2020-06-07,2020-06-08,2,50,124
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 뉴이스트 단독콘서트,2020-06-08,2020-06-14,7,36000,
핸드볼경기장,핸드볼경기장,문화예술행사,*2020 DAY6 단독 콘서트 (가제),2020-06-08,2020-06-15,8,10200,
KSPO DOME(체조경기장),제1체육관,문화예술행사,더 청춘,2020-06-09,2020-06-14,6,10000,
올림픽홀,올림픽홀,대중공연,러블리즈 콘서트,2020-06-10,2020-06-14,5,9000,
88잔디마당,88잔디마당,문화예술행사,2020 서울 치맥 페스티벌,2020-06-10,2020-06-15,6,25000,
올림픽홀,올림픽홀,체육행사,한국여성스포츠회장배 전국가족체육축전,2020-06-13,2020-06-13,1,80000,
K-아트홀,K-아트홀,문화예술행사,전국가족체육축전(요가),2020-06-13,2020-06-13,1,450,
평화의광장,평화의광장,공공행사,투르드코리아 국제 사이클 대회,2020-06-13,2020-06-14,2,10000,
평화의광장,평화의광장,공공행사,*투르드코리아 국제 사이클 대회,2020-06-13,2020-06-14,2,10000,
올림픽홀,올림픽홀,문화예술행사,투모로우바이투게더 첫 단독콘서트,2020-06-16,2020-06-21,6,6000,
뮤즈라이브,뮤즈라이브,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,2020-06-18,2020-06-18,1,10,
핸드볼경기장,핸드볼경기장,체육행사,서울컵 국제 경기대회,2020-06-18,2020-06-28,11,1000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,서울컵 국제 경기대회,2020-06-18,2020-06-28,11,1000,
핸드볼경기장,핸드볼경기장,체육행사,서울컵국제경기대회,2020-06-18,2020-06-28,11,100,
뮤즈라이브,뮤즈라이브,문화예술행사,투머로우바이투게더 기자회견,2020-06-19,2020-06-20,2,200,
뮤즈라이브,뮤즈라이브,문화예술행사,투머로우바이투게더 기자회견 및 콘서트 부대프로그램,2020-06-19,2020-06-21,3,200,
핸드볼경기장,핸드볼경기장,체육행사,제32회 서울특별시농아인한마음체육대회,2020-06-20,2020-06-20,1,1500,
핸드볼경기장,핸드볼경기장,체육행사,#제12회 KPDC 전국 댄스스포츠 선수권대회 및 WDSF World Open Standard & Latin,2020-06-20,2020-06-21,2,400,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 TWICE 단독 콘서트(가제),2020-06-22,2020-06-29,8,22000,
올림픽홀,올림픽홀,대중공연,사라브라이트만 내한공연,2020-06-23,2020-06-24,2,3000,
KSPO DOME(체조경기장),제1체육관,공공행사,대한민국 동행세일,2020-06-23,2020-07-04,12,1200,1200
올림픽홀,올림픽홀,대중공연,BH_문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다._수정222,2020-06-25,2020-06-25,1,30,
올림픽홀,올림픽홀,대중공연,헤이즈 첫 단독콘서트 - HEIZE GRAPHY,2020-06-25,2020-06-27,3,2000,
올림픽홀,올림픽홀,대중공연,THE BOYZ 1st CONCERT,2020-06-25,2020-06-28,4,5000,
올림픽홀,올림픽홀,체육행사,2020년 KTA 관람형 태권도 대회,2020-06-25,2020-06-30,6,2400,
올림픽홀,올림픽홀,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다._수정SY,2020-06-27,2020-06-27,1,120,
뮤즈라이브,뮤즈라이브,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,2020-06-27,2020-06-27,1,120,
올림픽홀,올림픽홀,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,2020-06-28,2020-06-28,1,0,
핸드볼경기장,핸드볼경기장,문화예술행사,빅톤 단독 콘서트,2020-06-30,2020-07-05,6,9000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,dd,2020-07-01,2020-07-01,1,0,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 애니송 콘서트,2020-07-01,2020-07-04,4,6300,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 AOMG CONCERT / PLAYLIST FESTIVAL,2020-07-01,2020-07-05,5,18500,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 7월 대관신청,2020-07-01,2020-07-31,24,408,
올림픽홀,올림픽홀,문화예술행사,20주년 기념 백지영 전국투어 콘서트 - 서울,2020-07-02,2020-07-04,3,4864,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 장윤정 라이브 콘서트 - 서울,2020-07-03,2020-07-04,2,6000,
K-아트홀,K-아트홀,순수예술공연,창극으로 보는 땀띠 콘서트 “땀띠와 꿈을!!”,2020-07-03,2020-07-04,2,30,30
핸드볼경기장,핸드볼경기장,문화예술행사,이진혁 팬미팅,2020-07-04,2020-07-04,1,3000,
핸드볼경기장,핸드볼경기장,공공행사,sdfsdf,2020-07-04,2020-07-04,1,0,
핸드볼경기장,핸드볼경기장,체육행사,#제20회 한화생명배 세계어린이 국수전,2020-07-05,2020-07-05,1,600,600
올림픽홀,올림픽홀,대중공연,이진혁 팬미팅,2020-07-05,2020-07-05,1,2500,
올림픽홀,올림픽홀,문화예술행사,대동인 한마당 축제(광주대동고 동문행사),2020-07-05,2020-07-05,1,1000,
올림픽홀,올림픽홀,문화예술행사,전국대동인 한마당 축제 (슈퍼대동데이),2020-07-05,2020-07-05,1,15000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,NCT 127 콘서트,2020-07-06,2020-07-12,7,32000,
우리금융아트홀 연습실,,문화예술행사,2020 육군 창작 뮤지컬 <귀환>,2020-07-06,2020-08-28,54,0,
올림픽홀,올림픽홀,체육행사,2020 제32회 도쿄하계올림픽대회 대한민국선수단 결단식,2020-07-07,2020-07-08,2,1500,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 여자친구 아시아투어 서울 콘서트,2020-07-08,2020-07-12,5,7000,7000
핸드볼경기장,핸드볼경기장,체육행사,제19회우정사업본부장배 전국휠체어농구대회,2020-07-09,2020-07-13,,,
올림픽홀,올림픽홀,문화예술행사,2020 장윤정 라이브 콘서트 - 서울,2020-07-10,2020-07-11,2,5400,
핸드볼경기장,핸드볼경기장,체육행사,핸드볼체육대회,2020-07-11,2020-07-11,1,100,
K-아트홀,K-아트홀,대중공연,다린 콘서트 숲 : 첫 번째 이야기,2020-07-11,2020-07-12,2,720,419
KSPO DOME(체조경기장),제1체육관,문화예술행사,태민 콘서트,2020-07-13,2020-07-19,7,16000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,서울컵 국제 핸드볼대회,2020-07-13,2020-07-24,12,,
핸드볼경기장,핸드볼경기장,체육행사,#2020서울컵 국제핸드볼대회,2020-07-13,2020-07-24,12,100,
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 <설민석의 한국사 대모험>,2020-07-13,2020-08-31,50,55000,0
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 설민석의 한국사 대모험,2020-07-13,2020-08-31,50,55000,
우리금융아트홀,제3체육관,문화예술행사,어린이뮤지컬 < 2020년 번개맨과 아르곤의 전설 >,2020-07-14,2020-08-17,35,1000,
우리금융아트홀,제3체육관,문화예술행사,2020캐리티비 러브콘서트,2020-07-17,2020-07-19,3,4000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,내일은 미스터트롯 콘서트,2020-07-18,2020-08-24,38,80000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 아이즈원 콘서트,2020-07-20,2020-07-26,7,24000,24000
올림픽홀,올림픽홀,문화예술행사,기억극장 (Memory Theatre),2020-07-20,2020-07-26,7,8100,
올림픽홀,올림픽홀,문화예술행사,2020 비투비 서은광 단독 콘서트,2020-07-23,2020-07-26,4,4858,
올림픽홀,올림픽홀,문화예술행사,브라이언 타일러 어벤져스 심포니 콘서트,2020-07-24,2020-07-25,2,2500,
핸드볼경기장,핸드볼경기장,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,2020-07-24,2020-07-25,2,1000,750
핸드볼보조경기장,핸드볼보조경기장,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,2020-07-24,2020-07-25,2,750,0
핸드볼보조경기장,핸드볼보조경기장,체육행사,대학 핸드볼 리그,2020-07-25,2020-07-26,,100,
핸드볼경기장,핸드볼경기장,체육행사,#2020 대학핸드볼리그,2020-07-25,2020-07-26,,100,
KSPO DOME(체조경기장),제1체육관,문화예술행사,NCT DREAM 앵콜콘서트,2020-07-27,2020-08-02,7,29000,
K-아트홀,K-아트홀,문화예술행사,창작뮤지컬 얼쑤,2020-07-28,2020-08-16,20,,
K-아트홀,K-아트홀,문화예술행사,창작 뮤지컬 얼쑤,2020-07-28,2020-08-16,20,,
K-아트홀,K-아트홀,순수예술공연,탈북예술가들과 공명이 함께 하는 “통일 음악이야기”,2020-07-29,2020-07-31,3,30,30
올림픽홀,올림픽홀,문화예술행사,CIX 첫 단독 콘서트,2020-07-29,2020-08-02,5,6000,
핸드볼경기장,핸드볼경기장,문화예술행사,JTBC 팬텀싱어3 콘서트,2020-07-29,2020-08-02,5,7500,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 SF9 콘서트 in 서울,2020-07-29,2020-08-03,6,9000,
88호수수변무대,88호수,문화예술행사,데이브레이크 콘서트 ‘Summer Madness 2020’,2020-07-29,2020-08-03,6,1600,
우리금융아트홀,제3체육관,문화예술행사,아이스크림왕국의 뽀로로와친구들,2020-07-29,2020-08-30,33,38000,0
핸드볼보조경기장,핸드볼보조경기장,체육행사,ㄹ홀홀호,2020-07-31,2020-07-31,,,
핸드볼경기장,핸드볼경기장,체육행사,제33회한국사회인검도대회,2020-07-31,2020-08-02,,3000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 8월 대관신청,2020-08-01,2020-08-31,17,319,
올림픽홀,올림픽홀,문화예술행사,문화체육관광 사이버안전센터에서 홈페이지 보안성 강화를 위한 점검 중입니다.,2020-08-03,2020-08-04,2,2,
핸드볼경기장,핸드볼경기장,공공행사,K-월드 페스타,2020-08-04,2020-08-17,,1000,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 K-World Feata(가칭),2020-08-04,2020-08-17,14,,
올림픽홀,올림픽홀,대중공연,2020 우주소녀 콘서트,2020-08-05,2020-08-09,5,4000,
올림픽홀,올림픽홀,문화예술행사,2020 한결도현 팬 콘서트 - 여름방학,2020-08-06,2020-08-08,3,4000,
올림픽홀,올림픽홀,문화예술행사,SF9 온택트 콘서트(가제),2020-08-07,2020-08-08,2,100,
K-아트홀,K-아트홀,순수예술공연,2020 서울아트마켓,2020-08-07,2020-08-14,8,200,200
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 SORIBADA BEST K-MUSIC AWARDS,2020-08-10,2020-08-13,4,4000,
올림픽홀,올림픽홀,문화예술행사,2020 알렌워커 내한공연,2020-08-13,2020-08-14,2,4400,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 SKA SUPER SWAG FESTIVAL,2020-08-14,2020-08-15,2,4000,
올림픽홀,올림픽홀,문화예술행사,2020 윤두준 첫 번째 팬미팅,2020-08-15,2020-08-16,2,2500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 김호중 팬미팅,2020-08-16,2020-08-17,2,8000,
올림픽홀,올림픽홀,대중공연,SUPER JUNIOR-K.R.Y. 콘서트,2020-08-17,2020-08-24,8,560,
KSPO DOME(체조경기장),제1체육관,문화예술행사,NCT 2020 팬이벤트,2020-08-18,2020-08-22,5,8000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 세븐틴 팬미팅,2020-08-18,2020-08-23,6,27000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 아이즈원 단독 콘서트,2020-08-18,2020-08-23,6,25000,
핸드볼경기장,핸드볼경기장,체육행사,#2020회장배코리아인라인하키챔피언십,2020-08-19,2020-08-24,6,2000,
핸드볼경기장,핸드볼경기장,문화예술행사,이용신 단독 앵콜 콘서트,2020-08-20,2020-08-23,4,7460,
K-아트홀,K-아트홀,대중공연,2020 자이로 콘서트,2020-08-20,2020-08-23,4,1200,
KSPO DOME(체조경기장),제1체육관,문화예술행사,힙합플레이야 페스티벌 2020,2020-08-20,2020-08-23,4,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,빌리 아일리쉬 내한공연,2020-08-20,2020-08-24,6,,
KSPO DOME(체조경기장),제1체육관,문화예술행사,빌리 아일리시 (Billie Eilish) 내한공연,2020-08-20,2020-08-24,5,24000,
핸드볼경기장,핸드볼경기장,체육행사,제18회 전국 학생세팍타크로 대회(무관중),2020-08-21,2020-08-23,3,100,
피크닉광장,피크닉광장,공공행사,서울시 아빠단 [물총 서바이벌],2020-08-22,2020-08-22,1,800,
88잔디마당,88잔디마당,문화예술행사,2020 멜로디 포레스트 페스티벌,2020-08-24,2020-08-30,7,24000,
올림픽홀,올림픽홀,대중공연,2020 SVT 4th FAN MEETING <SEVENTEEN in CARAT LAND>,2020-08-24,2020-08-31,8,350,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 세븐틴 팬미팅,2020-08-25,2020-08-30,6,30000,
핸드볼경기장,핸드볼경기장,문화예술행사,BoA 데뷔 20주년 기념 콘서트,2020-08-25,2020-08-30,6,7000,
올림픽홀,올림픽홀,문화예술행사,(가제) 새소년 두 번째 EP [비적응] 발매 기념 콘서트,2020-08-27,2020-08-29,3,3000,
KSPO DOME(체조경기장),제1체육관,공공행사,제19기 민주평화통일자문회의 전체회의,2020-08-31,2020-09-02,3,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 LoL Champions Korea Summer Split Finals,2020-08-31,2020-09-06,7,10000,
88잔디마당,88잔디마당,문화예술행사,2020 서울 파크 뮤직 페스티벌,2020-08-31,2020-09-07,8,30000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,세계기도성회 (World Prayer Assembly),2020-09-01,2020-09-03,3,15000,
올림픽홀,올림픽홀,문화예술행사,해군 호국음악회,2020-09-01,2020-09-03,3,2500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,SEACRET KOREA CONVENTION,2020-09-01,2020-09-05,5,12000,
K-아트홀,K-아트홀,대중공연,노래하는 윤도현,2020-09-01,2020-09-06,6,1400,
88잔디마당,88잔디마당,문화예술행사,원더우먼페스티벌,2020-09-02,2020-09-06,5,10000,
우리금융아트홀,제3체육관,문화예술행사,엉덩이 탐정,2020-09-02,2020-09-27,26,20000,0
88호수수변무대,88호수,문화예술행사,2020 서울 파크 뮤직 페스티벌,2020-09-03,2020-09-06,4,30000,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 서울 파크 뮤직 페스티벌,2020-09-03,2020-09-06,4,30000,
올림픽홀,올림픽홀,문화예술행사,2PM 2020 FAN MEETING (가제),2020-09-04,2020-09-05,2,2500,
평화의광장,평화의광장,공공행사,2020 서울 스포츠 재능나눔 페스티벌,2020-09-04,2020-09-05,2,2000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,DAY6 3RD FAN MEETING,2020-09-04,2020-09-06,3,7000,
핸드볼경기장,핸드볼경기장,체육행사,#코리아오픈배드민턴대회,2020-09-04,2020-09-13,10,6000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,코리아오픈대회 연습장,2020-09-05,2020-09-13,9,,
핸드볼보조경기장,핸드볼보조경기장,체육행사,#코리아오픈배드민턴대회,2020-09-05,2020-09-13,9,6000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,코리아오픈대회연습장,2020-09-05,2020-09-13,9,,
KSPO DOME(체조경기장),제1체육관,문화예술행사,SuperM 콘서트,2020-09-07,2020-09-13,7,22000,
우리금융아트홀,제3체육관,문화예술행사,6.25전쟁 70주년 육군 창작뮤지컬 <귀환>,2020-09-07,2020-09-27,21,2000,80
KSPO DOME(체조경기장),제1체육관,문화예술행사,나는 트로트 가수다 전국투어,2020-09-09,2020-09-12,4,15000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 Retro Dance Night,2020-09-09,2020-09-13,5,10000,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 여자친구 아시아투어 서울 콘서트,2020-09-09,2020-09-13,5,7400,
핸드볼경기장,핸드볼경기장,문화예술행사,(test) 임창정 전국투어 콘서트,2020-09-10,2020-09-13,4,3500,
핸드볼경기장,핸드볼경기장,공공행사,배드민턴 레젼드 경기 중계_산업총괄팀,2020-09-11,2020-09-13,3,100,
올림픽홀,올림픽홀,대중공연,Stray Kids 2020 FAN MEETING (가제),2020-09-11,2020-09-13,3,2500,
올림픽홀,올림픽홀,대중공연,2020 Stray Kids 컴백 쇼케이스 (가제),2020-09-12,2020-09-15,4,150,150
K-아트홀,K-아트홀,대중공연,2020 정세운 소극장 콘서트,2020-09-16,2020-09-27,12,2800,
올림픽홀,올림픽홀,대중공연,2020 전영호 애니송 콘서트,2020-09-17,2020-09-20,4,5000,
핸드볼경기장,핸드볼경기장,문화예술행사,제2회 개천문화국민대축제,2020-09-18,2020-09-20,3,6000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,내일은 미스터트롯 전국투어콘서트 - 서울 앵콜,2020-09-22,2020-09-27,6,30000,
올림픽홀,올림픽홀,문화예술행사,2020 넬(NELL) 앨범 발매 기념 콘서트,2020-09-22,2020-09-27,6,4700,
88잔디마당,88잔디마당,문화예술행사,제11회 파크콘서트 - 디즈니 인 콘서트,2020-09-22,2020-09-28,7,10000,
뮤즈라이브,뮤즈라이브,문화예술행사,뮤지컬 허풍선이 극장의 비밀,2020-09-22,2020-10-18,27,2200,1169
핸드볼경기장,핸드볼경기장,체육행사,#제18회 전국 학생 세팍타크로대회,2020-09-25,2020-09-27,3,100,600
핸드볼경기장,핸드볼경기장,체육행사,2020 잠스트-배드민턴코리아 슈퍼토너먼트,2020-09-25,2020-09-27,3,1000,
평화의광장,평화의광장,공공행사,제7회 한성백제 마라톤대회,2020-09-26,2020-09-27,2,100,
평화의광장,평화의광장,공공행사,제7회 한성백제마라톤대회 기념행사,2020-09-26,2020-09-27,2,40,
KSPO DOME(체조경기장),제1체육관,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,2020-09-28,2020-10-04,7,25000,
핸드볼경기장,핸드볼경기장,문화예술행사,★서울재즈페스티발 이전 예정,2020-09-28,2020-10-04,7,10000,
88잔디마당,88잔디마당,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,2020-09-28,2020-10-04,7,25000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,BTS MAP OF THE SOUL ON:E,2020-09-28,2020-10-12,15,0,500
핸드볼경기장,핸드볼경기장,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,2020-09-29,2020-10-04,6,25000,
88호수수변무대,88호수,문화예술행사,제14회 서울재즈페스티벌(Seoul Jazz Festival) 2020,2020-09-29,2020-10-04,6,25000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 Retro Dance Night a.k.a PMF,2020-09-30,2020-10-04,5,20000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,미카내한공연&SLOW LIFE SLOW LIVE 2020,2020-10-05,2020-10-11,7,30000,
88잔디마당,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE 2020,2020-10-05,2020-10-11,7,20000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,BTS MAP OF THE SOUL,2020-10-05,2020-10-12,8,4000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,BTS MAP OF THE SOUL ON:E,2020-10-05,2020-10-12,8,400,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 10월 대관신청,2020-10-05,2020-10-31,,357,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 BOYZ II MEN 전국투어 콘서트 서울,2020-10-06,2020-10-10,5,20000,
핸드볼경기장,핸드볼경기장,문화예술행사,아스트로(ASTRO) World Tour Concert,2020-10-06,2020-10-11,6,10500,10500
K-아트홀,K-아트홀,대중공연,뮤지컬 헬로카봇5 Ontact Live,2020-10-06,2020-10-11,6,60,
KSPO DOME(체조경기장),제1체육관,문화예술행사,미스트롯 굿바이 콘서트,2020-10-08,2020-10-11,4,7000,
88잔디마당,88잔디마당,문화예술행사,플레이그린 페스티벌,2020-10-08,2020-10-11,4,3000,
K-아트홀,K-아트홀,대중공연,한국컴패션 꽃서트,2020-10-09,2020-10-10,2,870,
평화의광장,평화의광장,문화예술행사,제11회 대한민국나눔대축제,2020-10-09,2020-10-11,3,3000,
올림픽홀,올림픽홀,대중공연,NOOB CON - SF9,2020-10-09,2020-10-11,3,100,100
KSPO DOME(체조경기장),제1체육관,문화예술행사,LAUV Live in Seoul(라우브 내한공연),2020-10-11,2020-10-13,3,10000,
올림픽홀,올림픽홀,문화예술행사,15회 2020 아시아모델페스티벌,2020-10-11,2020-10-14,4,3000,
평화의광장,평화의광장,공공행사,제2차 송파쌤(SSEM) 교육한마당 행사,2020-10-14,2020-10-18,5,35000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 엠씨더맥스 데뷔 20주년 콘서트,2020-10-14,2020-10-18,5,20000,
K-아트홀,K-아트홀,대중공연,2020 하동균 소극장 콘서트,2020-10-14,2020-11-01,19,2800,
핸드볼보조경기장,핸드볼보조경기장,체육행사,전국 교육대학 핸드볼 대회,2020-10-15,2020-10-17,,,
핸드볼경기장,핸드볼경기장,체육행사,#제11회 재단이사장배 전국교육대학선수권 대회,2020-10-15,2020-10-17,3,100,
올림픽홀,올림픽홀,문화예술행사,우리가 트롯드림팀이다(가제),2020-10-15,2020-10-17,3,5626,
KSPO DOME(체조경기장),제1체육관,문화예술행사,그랜드 민트 페스티벌 2020,2020-10-19,2020-10-25,7,18000,
88잔디마당,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2020,2020-10-19,2020-10-25,7,18000,
한얼광장,한얼광장,문화예술행사,그랜드 민트 페스티벌 2020,2020-10-19,2020-10-25,7,9000,
K-아트홀,K-아트홀,대중공연,C:ONTACT SERIES 1_기억극장 HALLOWEEN,2020-10-19,2020-10-31,13,100,
88호수수변무대,88호수,문화예술행사,그랜드 민트 페스티벌 2020,2020-10-20,2020-10-25,6,2800,
올림픽홀,올림픽홀,문화예술행사,2020 WINNER CONCERT (가제),2020-10-20,2020-10-25,6,6000,
올림픽홀,올림픽홀,대중공연,NELL’S SEASON 2020 ‘LET THE HOPE SHINE IN’,2020-10-20,2020-10-26,7,3700,2919
핸드볼경기장,핸드볼경기장,체육행사,#제16회 회장배 전국댄스스포츠선수권대회,2020-10-24,2020-10-25,2,200,
KSPO DOME(체조경기장),제1체육관,문화예술행사,제2회 개천문화국민대축제,2020-10-26,2020-10-27,2,12000,
핸드볼경기장,핸드볼경기장,체육행사,제17회 KT&G복지재단 전국 어르신 탁구대회,2020-10-27,2020-10-28,2,2300,
평화의광장,평화의광장,공공행사,제4회 대한민국 소방과학 기술 경연대회,2020-10-27,2020-10-28,2,500,500
올림픽홀,올림픽홀,대중공연,P1Harmony DEBUT ALBUM SHOWCASE (가제),2020-10-27,2020-10-29,3,250,163
KSPO DOME(체조경기장),제1체육관,문화예술행사,MBC <놀면 뭐하니?>팀 예능 촬영,2020-10-27,2020-10-30,4,0,100
KSPO DOME(체조경기장),제1체육관,문화예술행사,KT&amp;GENIE MUSIC AWARDS,2020-10-28,2020-11-01,5,8500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,두아 리파 (Dua Lipa) 내한공연,2020-10-28,2020-11-01,5,13000,
평화의광장,평화의광장,공공행사,제4회 대한민국 청년의 날,2020-10-29,2020-10-29,1,1000,
올림픽홀,올림픽홀,문화예술행사,2020 엄유민법 콘서트,2020-10-29,2020-10-31,3,2700,
핸드볼보조경기장,핸드볼보조경기장,체육행사,생활체육 전국 핸드볼대회,2020-10-30,2020-11-01,,,
핸드볼경기장,핸드볼경기장,체육행사,#제11회 대한체육회장기 생활체육전국대회,2020-10-30,2020-11-01,,100,470
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 11월 대관신청,2020-11-01,2020-11-30,19,,
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 삼국유사,2020-11-02,2020-11-07,6,50,50
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 몬스타엑스 콘서트,2020-11-02,2020-11-08,7,30000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 뉴이스트 팬미팅,2020-11-02,2020-11-08,7,27000,
핸드볼경기장,핸드볼경기장,체육행사,#2020 서울국제힙합에어로빅,2020-11-02,2020-11-08,7,800,800
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 Asia Artist Awards,2020-11-02,2020-11-08,7,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,Super Junior 15주년 기념 팬미팅,2020-11-03,2020-11-07,5,6500,
